total_stop_events,observed_vehicles,completed_vehicles,average_stops_per_observed_vehicle,average_stops_per_completed_vehicle,average_travel_time_seconds,policy,algorithm,seed,mean_delay_seconds,travel_time_proxy_seconds,mean_queue,duration_seconds,scenario,episode,policy_label
81,4,794,20.25,,140.0,independent_qplf,Independent Learner - QPLF,42,8.251889,128.251889,10.92,600,scenario2_high_demand,35,Independent Learner - QPLF
91,4,820,22.75,,130.0,independent_qplf,Independent Learner - QPLF,43,7.260976,127.260976,9.923333,600,scenario2_high_demand,36,Independent Learner - QPLF
86,4,845,21.5,,175.0,independent_qplf,Independent Learner - QPLF,44,7.416568,127.416568,10.445,600,scenario2_high_demand,37,Independent Learner - QPLF
70,4,819,17.5,,145.0,independent_qplf,Independent Learner - QPLF,45,14.139194,134.139194,19.3,600,scenario2_high_demand,38,Independent Learner - QPLF
86,4,871,21.5,,127.5,independent_qplf,Independent Learner - QPLF,46,6.649828,126.649828,9.653333,600,scenario2_high_demand,39,Independent Learner - QPLF
66,4,776,16.5,,220.0,independent_qplf,Independent Learner - QPLF,47,17.118557,137.118557,22.14,600,scenario2_high_demand,40,Independent Learner - QPLF
58,4,748,14.5,,242.5,independent_qplf,Independent Learner - QPLF,48,15.716578,135.716578,19.593333,600,scenario2_high_demand,41,Independent Learner - QPLF
103,4,839,25.75,,147.5,independent_qplf,Independent Learner - QPLF,49,4.489869,124.489869,6.278333,600,scenario2_high_demand,42,Independent Learner - QPLF
77,4,787,19.25,,127.5,independent_qplf,Independent Learner - QPLF,50,12.828463,132.828463,16.826667,600,scenario2_high_demand,43,Independent Learner - QPLF
72,4,737,18.0,,315.0,independent_qplf,Independent Learner - QPLF,51,16.234735,136.234735,19.941667,600,scenario2_high_demand,44,Independent Learner - QPLF
112,4,814,28.0,,167.5,independent_qplf,Independent Learner - QPLF,52,6.378378,126.378378,8.653333,600,scenario2_high_demand,45,Independent Learner - QPLF
84,4,771,21.0,,137.5,independent_qplf,Independent Learner - QPLF,53,10.841764,130.841764,13.931667,600,scenario2_high_demand,46,Independent Learner - QPLF
84,4,792,21.0,,172.5,independent_qplf,Independent Learner - QPLF,54,10.349747,130.349747,13.661667,600,scenario2_high_demand,47,Independent Learner - QPLF
77,4,799,19.25,,187.5,independent_qplf,Independent Learner - QPLF,55,10.742178,130.742178,14.305,600,scenario2_high_demand,48,Independent Learner - QPLF
93,4,809,23.25,,132.5,independent_qplf,Independent Learner - QPLF,56,5.76885,125.76885,7.778333,600,scenario2_high_demand,49,Independent Learner - QPLF
62,4,815,15.5,,120.0,independent_qplf,Independent Learner - QPLF,57,10.201227,130.201227,13.856667,600,scenario2_high_demand,50,Independent Learner - QPLF
72,4,763,18.0,,192.5,independent_qplf,Independent Learner - QPLF,58,8.376147,128.376147,10.651667,600,scenario2_high_demand,51,Independent Learner - QPLF
87,4,788,21.75,,130.0,independent_qplf,Independent Learner - QPLF,59,7.340102,127.340102,9.64,600,scenario2_high_demand,52,Independent Learner - QPLF
74,4,761,18.5,,187.5,independent_qplf,Independent Learner - QPLF,60,10.717477,130.717477,13.593333,600,scenario2_high_demand,53,Independent Learner - QPLF
124,4,852,31.0,,127.5,independent_qplf,Independent Learner - QPLF,61,3.0223,123.0223,4.291667,600,scenario2_high_demand,54,Independent Learner - QPLF
131,4,864,32.75,,142.5,independent_qplf,Independent Learner - QPLF,62,3.0625,123.0625,4.41,600,scenario2_high_demand,55,Independent Learner - QPLF
124,4,810,31.0,,130.0,independent_qplf,Independent Learner - QPLF,63,3.465432,123.465432,4.678333,600,scenario2_high_demand,56,Independent Learner - QPLF
114,4,800,28.5,,182.5,independent_qplf,Independent Learner - QPLF,64,7.18625,127.18625,9.581667,600,scenario2_high_demand,57,Independent Learner - QPLF
94,4,807,23.5,,160.0,independent_qplf,Independent Learner - QPLF,65,6.413879,126.413879,8.626667,600,scenario2_high_demand,58,Independent Learner - QPLF
90,4,770,22.5,,195.0,independent_qplf,Independent Learner - QPLF,66,12.292208,132.292208,15.775,600,scenario2_high_demand,59,Independent Learner - QPLF
33,4,656,8.25,,672.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,7,91.356707,211.356707,99.883333,600,scenario2_high_demand,0,Semi-Coordinated - Full RL
23,4,609,5.75,,665.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,8,106.359606,226.359606,107.955,600,scenario2_high_demand,1,Semi-Coordinated - Full RL
35,4,640,8.75,,580.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,9,84.632812,204.632812,90.275,600,scenario2_high_demand,2,Semi-Coordinated - Full RL
35,4,606,8.75,,622.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,10,105.523102,225.523102,106.578333,600,scenario2_high_demand,3,Semi-Coordinated - Full RL
32,4,605,8.0,,700.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,11,102.254545,222.254545,103.106667,600,scenario2_high_demand,4,Semi-Coordinated - Full RL
36,4,609,9.0,,707.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,12,117.714286,237.714286,119.48,600,scenario2_high_demand,5,Semi-Coordinated - Full RL
28,4,574,7.0,,707.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,13,130.412892,250.412892,124.761667,600,scenario2_high_demand,6,Semi-Coordinated - Full RL
35,4,605,8.75,,777.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,14,143.505785,263.505785,144.701667,600,scenario2_high_demand,7,Semi-Coordinated - Full RL
37,4,572,9.25,,750.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,15,115.868881,235.868881,110.461667,600,scenario2_high_demand,8,Semi-Coordinated - Full RL
35,4,614,8.75,,632.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,16,104.40228,224.40228,106.838333,600,scenario2_high_demand,9,Semi-Coordinated - Full RL
32,4,592,8.0,,675.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,17,106.192568,226.192568,104.776667,600,scenario2_high_demand,10,Semi-Coordinated - Full RL
29,4,569,7.25,,795.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,18,145.949033,265.949033,138.408333,600,scenario2_high_demand,11,Semi-Coordinated - Full RL
35,4,657,8.75,,572.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,19,91.458143,211.458143,100.146667,600,scenario2_high_demand,12,Semi-Coordinated - Full RL
36,4,646,9.0,,655.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,20,94.26161,214.26161,101.488333,600,scenario2_high_demand,13,Semi-Coordinated - Full RL
34,4,603,8.5,,632.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,21,109.655058,229.655058,110.203333,600,scenario2_high_demand,14,Semi-Coordinated - Full RL
25,4,621,6.25,,642.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,22,111.037037,231.037037,114.923333,600,scenario2_high_demand,15,Semi-Coordinated - Full RL
25,4,591,6.25,,765.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,23,135.815567,255.815567,133.778333,600,scenario2_high_demand,16,Semi-Coordinated - Full RL
35,4,573,8.75,,675.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,24,122.458988,242.458988,116.948333,600,scenario2_high_demand,17,Semi-Coordinated - Full RL
31,4,604,7.75,,717.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,25,121.071192,241.071192,121.878333,600,scenario2_high_demand,18,Semi-Coordinated - Full RL
23,4,552,5.75,,855.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,26,148.320652,268.320652,136.455,600,scenario2_high_demand,19,Semi-Coordinated - Full RL
29,4,565,7.25,,682.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,27,101.320354,221.320354,95.41,600,scenario2_high_demand,20,Semi-Coordinated - Full RL
26,4,575,6.5,,787.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,28,125.987826,245.987826,120.738333,600,scenario2_high_demand,21,Semi-Coordinated - Full RL
35,4,622,8.75,,705.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,29,110.946945,230.946945,115.015,600,scenario2_high_demand,22,Semi-Coordinated - Full RL
22,4,556,5.5,,790.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,30,136.766187,256.766187,126.736667,600,scenario2_high_demand,23,Semi-Coordinated - Full RL
19,4,483,4.75,,900.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,31,201.101449,321.101449,161.886667,600,scenario2_high_demand,24,Semi-Coordinated - Full RL
29,4,576,7.25,,772.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,32,137.619792,257.619792,132.115,600,scenario2_high_demand,25,Semi-Coordinated - Full RL
13,4,510,3.25,,900.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,33,167.547059,287.547059,142.415,600,scenario2_high_demand,26,Semi-Coordinated - Full RL
14,4,524,3.5,,837.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,34,162.146947,282.146947,141.608333,600,scenario2_high_demand,27,Semi-Coordinated - Full RL
11,4,469,2.75,,1122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,35,251.240938,371.240938,196.386667,600,scenario2_high_demand,28,Semi-Coordinated - Full RL
11,4,517,2.75,,882.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,36,170.709865,290.709865,147.095,600,scenario2_high_demand,29,Semi-Coordinated - Full RL
23,4,529,5.75,,887.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,37,162.967864,282.967864,143.683333,600,scenario2_high_demand,30,Semi-Coordinated - Full RL
19,4,560,4.75,,680.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,38,120.669643,240.669643,112.625,600,scenario2_high_demand,31,Semi-Coordinated - Full RL
13,4,539,3.25,,920.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,39,176.992579,296.992579,158.998333,600,scenario2_high_demand,32,Semi-Coordinated - Full RL
26,4,526,6.5,,862.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,40,159.574144,279.574144,139.893333,600,scenario2_high_demand,33,Semi-Coordinated - Full RL
22,4,506,5.5,,860.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,41,166.881423,286.881423,140.736667,600,scenario2_high_demand,34,Semi-Coordinated - Full RL
16,4,540,4.0,,775.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,42,165.794444,285.794444,149.215,600,scenario2_high_demand,35,Semi-Coordinated - Full RL
19,4,521,4.75,,877.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,43,157.598848,277.598848,136.848333,600,scenario2_high_demand,36,Semi-Coordinated - Full RL
14,4,510,3.5,,1012.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,44,202.556863,322.556863,172.173333,600,scenario2_high_demand,37,Semi-Coordinated - Full RL
14,4,546,3.5,,827.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,45,162.478022,282.478022,147.855,600,scenario2_high_demand,38,Semi-Coordinated - Full RL
17,4,525,4.25,,992.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,46,196.558095,316.558095,171.988333,600,scenario2_high_demand,39,Semi-Coordinated - Full RL
10,4,440,2.5,,1060.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,47,232.779545,352.779545,170.705,600,scenario2_high_demand,40,Semi-Coordinated - Full RL
20,4,521,5.0,,810.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,48,149.408829,269.408829,129.736667,600,scenario2_high_demand,41,Semi-Coordinated - Full RL
20,4,540,5.0,,895.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,49,155.272222,275.272222,139.745,600,scenario2_high_demand,42,Semi-Coordinated - Full RL
26,4,494,6.5,,860.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,50,165.910931,285.910931,136.6,600,scenario2_high_demand,43,Semi-Coordinated - Full RL
22,4,557,5.5,,765.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,51,133.384201,253.384201,123.825,600,scenario2_high_demand,44,Semi-Coordinated - Full RL
19,4,500,4.75,,952.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,52,195.226,315.226,162.688333,600,scenario2_high_demand,45,Semi-Coordinated - Full RL
14,4,508,3.5,,795.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,53,159.11811,279.11811,134.72,600,scenario2_high_demand,46,Semi-Coordinated - Full RL
17,4,491,4.25,,925.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,54,193.668024,313.668024,158.485,600,scenario2_high_demand,47,Semi-Coordinated - Full RL
18,4,513,4.5,,902.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,55,175.929825,295.929825,150.42,600,scenario2_high_demand,48,Semi-Coordinated - Full RL
13,4,513,3.25,,872.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,56,173.025341,293.025341,147.936667,600,scenario2_high_demand,49,Semi-Coordinated - Full RL
20,4,528,5.0,,837.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,57,149.589015,269.589015,131.638333,600,scenario2_high_demand,50,Semi-Coordinated - Full RL
15,4,495,3.75,,862.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,58,170.593939,290.593939,140.74,600,scenario2_high_demand,51,Semi-Coordinated - Full RL
23,4,552,5.75,,720.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,59,132.63587,252.63587,122.025,600,scenario2_high_demand,52,Semi-Coordinated - Full RL
14,4,513,3.5,,807.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,60,160.341131,280.341131,137.091667,600,scenario2_high_demand,53,Semi-Coordinated - Full RL
14,4,535,3.5,,920.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,61,177.396262,297.396262,158.178333,600,scenario2_high_demand,54,Semi-Coordinated - Full RL
16,4,542,4.0,,947.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,62,181.261993,301.261993,163.74,600,scenario2_high_demand,55,Semi-Coordinated - Full RL
14,4,481,3.5,,952.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,63,201.022869,321.022869,161.153333,600,scenario2_high_demand,56,Semi-Coordinated - Full RL
19,4,532,4.75,,852.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,64,157.212406,277.212406,139.395,600,scenario2_high_demand,57,Semi-Coordinated - Full RL
16,4,514,4.0,,892.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,65,159.538911,279.538911,136.671667,600,scenario2_high_demand,58,Semi-Coordinated - Full RL
23,4,589,5.75,,647.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,66,113.762309,233.762309,111.676667,600,scenario2_high_demand,59,Semi-Coordinated - Full RL
28,4,600,7.0,,812.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,7,133.238333,253.238333,133.238333,600,scenario2_high_demand,0,Semi-Coordinated - QPLF
28,4,603,7.0,,680.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,8,128.922056,248.922056,129.566667,600,scenario2_high_demand,1,Semi-Coordinated - QPLF
38,4,647,9.5,,562.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,9,99.270479,219.270479,107.046667,600,scenario2_high_demand,2,Semi-Coordinated - QPLF
32,4,612,8.0,,607.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,10,93.872549,213.872549,95.75,600,scenario2_high_demand,3,Semi-Coordinated - QPLF
33,4,757,8.25,,320.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,11,68.179657,188.179657,86.02,600,scenario2_high_demand,4,Semi-Coordinated - QPLF
46,4,791,11.5,,252.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,12,57.446271,177.446271,75.733333,600,scenario2_high_demand,5,Semi-Coordinated - QPLF
56,4,807,14.0,,125.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,13,39.413879,159.413879,53.011667,600,scenario2_high_demand,6,Semi-Coordinated - QPLF
60,4,826,15.0,,225.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,14,28.558111,148.558111,39.315,600,scenario2_high_demand,7,Semi-Coordinated - QPLF
41,4,810,10.25,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,15,31.793827,151.793827,42.921667,600,scenario2_high_demand,8,Semi-Coordinated - QPLF
66,4,812,16.5,,137.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,16,24.253695,144.253695,32.823333,600,scenario2_high_demand,9,Semi-Coordinated - QPLF
39,4,773,9.75,,222.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,17,30.073739,150.073739,38.745,600,scenario2_high_demand,10,Semi-Coordinated - QPLF
61,4,784,15.25,,257.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,18,27.294643,147.294643,35.665,600,scenario2_high_demand,11,Semi-Coordinated - QPLF
45,4,804,11.25,,205.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,19,27.560945,147.560945,36.931667,600,scenario2_high_demand,12,Semi-Coordinated - QPLF
84,4,844,21.0,,160.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,20,22.863744,142.863744,32.161667,600,scenario2_high_demand,13,Semi-Coordinated - QPLF
60,4,783,15.0,,182.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,21,29.112388,149.112388,37.991667,600,scenario2_high_demand,14,Semi-Coordinated - QPLF
52,4,789,13.0,,222.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,22,37.970849,157.970849,49.931667,600,scenario2_high_demand,15,Semi-Coordinated - QPLF
75,4,835,18.75,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,23,22.074251,142.074251,30.72,600,scenario2_high_demand,16,Semi-Coordinated - QPLF
81,4,764,20.25,,197.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,24,40.188482,160.188482,51.173333,600,scenario2_high_demand,17,Semi-Coordinated - QPLF
95,4,824,23.75,,167.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,25,28.61165,148.61165,39.293333,600,scenario2_high_demand,18,Semi-Coordinated - QPLF
81,4,830,20.25,,160.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,26,23.154217,143.154217,32.03,600,scenario2_high_demand,19,Semi-Coordinated - QPLF
86,4,775,21.5,,157.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,27,17.472258,137.472258,22.568333,600,scenario2_high_demand,20,Semi-Coordinated - QPLF
106,4,823,26.5,,167.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,28,24.065614,144.065614,33.01,600,scenario2_high_demand,21,Semi-Coordinated - QPLF
72,4,807,18.0,,242.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,29,51.144981,171.144981,68.79,600,scenario2_high_demand,22,Semi-Coordinated - QPLF
103,4,802,25.75,,175.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,30,18.794264,138.794264,25.121667,600,scenario2_high_demand,23,Semi-Coordinated - QPLF
93,4,770,23.25,,182.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,31,31.550649,151.550649,40.49,600,scenario2_high_demand,24,Semi-Coordinated - QPLF
73,4,805,18.25,,200.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,32,22.104348,142.104348,29.656667,600,scenario2_high_demand,25,Semi-Coordinated - QPLF
94,4,798,23.5,,180.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,33,30.199248,150.199248,40.165,600,scenario2_high_demand,26,Semi-Coordinated - QPLF
94,4,789,23.5,,175.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,34,35.147022,155.147022,46.218333,600,scenario2_high_demand,27,Semi-Coordinated - QPLF
68,4,853,17.0,,162.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,35,29.264947,149.264947,41.605,600,scenario2_high_demand,28,Semi-Coordinated - QPLF
74,4,785,18.5,,212.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,36,49.391083,169.391083,64.62,600,scenario2_high_demand,29,Semi-Coordinated - QPLF
86,4,815,21.5,,172.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,37,33.327607,153.327607,45.27,600,scenario2_high_demand,30,Semi-Coordinated - QPLF
71,4,762,17.75,,175.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,38,30.870079,150.870079,39.205,600,scenario2_high_demand,31,Semi-Coordinated - QPLF
112,4,849,28.0,,145.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,39,20.176678,140.176678,28.55,600,scenario2_high_demand,32,Semi-Coordinated - QPLF
86,4,783,21.5,,220.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,40,13.544061,133.544061,17.675,600,scenario2_high_demand,33,Semi-Coordinated - QPLF
78,4,781,19.5,,172.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,41,25.06402,145.06402,32.625,600,scenario2_high_demand,34,Semi-Coordinated - QPLF
93,4,787,23.25,,157.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,42,15.909784,135.909784,20.868333,600,scenario2_high_demand,35,Semi-Coordinated - QPLF
110,4,811,27.5,,152.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,43,23.46979,143.46979,31.723333,600,scenario2_high_demand,36,Semi-Coordinated - QPLF
92,4,853,23.0,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,44,19.205158,139.205158,27.303333,600,scenario2_high_demand,37,Semi-Coordinated - QPLF
104,4,820,26.0,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,45,12.806098,132.806098,17.501667,600,scenario2_high_demand,38,Semi-Coordinated - QPLF
104,4,861,26.0,,152.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,46,9.425087,129.425087,13.525,600,scenario2_high_demand,39,Semi-Coordinated - QPLF
106,4,802,26.5,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,47,10.573566,130.573566,14.133333,600,scenario2_high_demand,40,Semi-Coordinated - QPLF
91,4,785,22.75,,150.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,48,10.732484,130.732484,14.041667,600,scenario2_high_demand,41,Semi-Coordinated - QPLF
111,4,836,27.75,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,49,14.555024,134.555024,20.28,600,scenario2_high_demand,42,Semi-Coordinated - QPLF
102,4,779,25.5,,147.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,50,10.082157,130.082157,13.09,600,scenario2_high_demand,43,Semi-Coordinated - QPLF
79,4,801,19.75,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,51,32.35206,152.35206,43.19,600,scenario2_high_demand,44,Semi-Coordinated - QPLF
95,4,824,23.75,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,52,7.671117,127.671117,10.535,600,scenario2_high_demand,45,Semi-Coordinated - QPLF
94,4,769,23.5,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,53,8.79844,128.79844,11.276667,600,scenario2_high_demand,46,Semi-Coordinated - QPLF
99,4,802,24.75,,147.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,54,9.220698,129.220698,12.325,600,scenario2_high_demand,47,Semi-Coordinated - QPLF
111,4,818,27.75,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,55,6.650367,126.650367,9.066667,600,scenario2_high_demand,48,Semi-Coordinated - QPLF
101,4,809,25.25,,132.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,56,8.990111,128.990111,12.121667,600,scenario2_high_demand,49,Semi-Coordinated - QPLF
98,4,806,24.5,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,57,8.171216,128.171216,10.976667,600,scenario2_high_demand,50,Semi-Coordinated - QPLF
88,4,781,22.0,,147.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,58,8.453265,128.453265,11.003333,600,scenario2_high_demand,51,Semi-Coordinated - QPLF
98,4,783,24.5,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,59,6.652618,126.652618,8.681667,600,scenario2_high_demand,52,Semi-Coordinated - QPLF
88,4,783,22.0,,132.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,60,5.94636,125.94636,7.76,600,scenario2_high_demand,53,Semi-Coordinated - QPLF
76,4,844,19.0,,147.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,61,7.874408,127.874408,11.076667,600,scenario2_high_demand,54,Semi-Coordinated - QPLF
87,4,865,21.75,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,62,8.847399,128.847399,12.755,600,scenario2_high_demand,55,Semi-Coordinated - QPLF
119,4,806,29.75,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,63,7.454094,127.454094,10.013333,600,scenario2_high_demand,56,Semi-Coordinated - QPLF
115,4,815,28.75,,145.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,64,7.214724,127.214724,9.8,600,scenario2_high_demand,57,Semi-Coordinated - QPLF
103,4,815,25.75,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,65,6.277301,126.277301,8.526667,600,scenario2_high_demand,58,Semi-Coordinated - QPLF
105,4,793,26.25,,137.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,66,5.822194,125.822194,7.695,600,scenario2_high_demand,59,Semi-Coordinated - QPLF
