time_seconds,queue_north,queue_south,queue_east,queue_west,total_queue,action,reward,env_reward,scenario,episode,policy,policy_label,algorithm_type,eta,green_north,green_south,green_east,green_west
589,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
590,1.0,0.0,0.0,0.0,1.0,1,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
591,1.0,0.0,1.0,0.0,2.0,0,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
592,2.0,1.0,1.0,0.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
593,2.0,1.0,1.0,0.0,4.0,0,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
594,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
595,2.0,0.0,0.0,1.0,3.0,0,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
596,3.0,0.0,0.0,1.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
597,3.0,0.0,0.0,1.0,4.0,0,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
598,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
599,3.0,0.0,0.0,0.0,3.0,0,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
600,3.0,0.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_full_rl,Semi-Coordinated - Full RL,rl_last_episode,,,,,
1,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
2,1.0,0.0,0.0,0.0,1.0,1,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
3,1.0,0.0,0.0,0.0,1.0,1,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
4,1.0,1.0,0.0,0.0,2.0,1,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
5,1.0,1.0,0.0,0.0,2.0,1,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
6,1.0,1.0,0.0,0.0,2.0,1,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
7,1.0,1.0,0.0,0.0,2.0,1,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
8,2.0,1.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
9,2.0,0.0,0.0,0.0,2.0,0,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
10,1.0,0.0,1.0,0.0,2.0,0,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
11,2.0,1.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
12,2.0,1.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
13,2.0,1.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
14,2.0,1.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
15,2.0,1.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
16,2.0,1.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
17,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
18,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
19,4.0,2.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
20,5.0,2.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
21,6.0,2.0,0.0,0.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
22,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
23,5.0,3.0,0.0,0.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
24,5.0,3.0,1.0,0.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
25,6.0,4.0,0.0,0.0,10.0,1,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
26,6.0,4.0,1.0,1.0,12.0,0,0.08333333333333333,-12.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
27,7.0,5.0,1.0,0.0,13.0,1,0.07692307692307693,-13.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
28,7.0,5.0,0.0,0.0,12.0,1,0.08333333333333333,-12.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
29,6.0,5.0,0.0,0.0,11.0,0,0.09090909090909091,-11.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
30,5.0,5.0,0.0,1.0,11.0,0,0.09090909090909091,-11.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
31,5.0,4.0,1.0,2.0,12.0,0,0.08333333333333333,-12.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
32,6.0,4.0,0.0,1.0,11.0,1,0.09090909090909091,-11.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
33,6.0,4.0,0.0,1.0,11.0,1,0.09090909090909091,-11.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
34,6.0,4.0,0.0,0.0,10.0,1,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
35,5.0,3.0,0.0,0.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
36,4.0,3.0,1.0,1.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
37,5.0,3.0,1.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
38,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
39,5.0,4.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
40,5.0,4.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
41,4.0,3.0,0.0,0.0,7.0,0,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
42,3.0,2.0,0.0,0.0,5.0,0,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
43,2.0,1.0,0.0,0.0,3.0,0,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
44,1.0,0.0,0.0,0.0,1.0,0,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
45,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
46,0.0,1.0,0.0,0.0,1.0,1,1.0,-1.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
47,0.0,2.0,0.0,0.0,2.0,1,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
48,0.0,2.0,0.0,0.0,2.0,1,0.5,-2.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
49,0.0,3.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
50,1.0,3.0,0.0,0.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
51,1.0,4.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
52,1.0,4.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
53,1.0,4.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
54,1.0,4.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
55,1.0,4.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
56,1.0,4.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
57,1.0,4.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
58,2.0,5.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
59,2.0,6.0,0.0,0.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
60,3.0,7.0,0.0,0.0,10.0,1,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
61,3.0,8.0,0.0,0.0,11.0,1,0.09090909090909091,-11.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
62,3.0,8.0,0.0,0.0,11.0,1,0.09090909090909091,-11.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
63,4.0,8.0,0.0,0.0,12.0,1,0.08333333333333333,-12.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
64,4.0,7.0,1.0,0.0,12.0,0,0.08333333333333333,-12.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
65,3.0,7.0,2.0,1.0,13.0,0,0.07692307692307693,-13.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
66,3.0,8.0,2.0,0.0,13.0,1,0.07692307692307693,-13.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
67,3.0,8.0,2.0,0.0,13.0,1,0.07692307692307693,-13.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
68,4.0,8.0,1.0,0.0,13.0,1,0.07692307692307693,-13.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
69,5.0,8.0,1.0,0.0,14.0,1,0.07142857142857142,-14.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
70,5.0,8.0,0.0,0.0,13.0,1,0.07692307692307693,-13.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
71,5.0,7.0,0.0,0.0,12.0,0,0.08333333333333333,-12.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
72,5.0,6.0,0.0,1.0,12.0,0,0.08333333333333333,-12.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
73,4.0,5.0,0.0,1.0,10.0,0,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
74,3.0,4.0,0.0,1.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
75,3.0,4.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
76,3.0,4.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
77,4.0,5.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
78,5.0,5.0,0.0,0.0,10.0,1,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
79,5.0,4.0,0.0,1.0,10.0,0,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
80,4.0,4.0,0.0,1.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
81,3.0,3.0,1.0,2.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
82,4.0,3.0,0.0,1.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
83,4.0,3.0,0.0,1.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
84,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
85,5.0,4.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
86,6.0,4.0,0.0,0.0,10.0,1,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
87,6.0,3.0,0.0,0.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
88,5.0,2.0,1.0,1.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
89,6.0,3.0,0.0,1.0,10.0,1,0.1,-10.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
90,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
91,5.0,2.0,1.0,0.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
92,4.0,2.0,1.0,1.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
93,5.0,2.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
94,6.0,2.0,0.0,0.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
95,6.0,2.0,0.0,1.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
96,6.0,1.0,0.0,1.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
97,6.0,0.0,1.0,1.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
98,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
99,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
100,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
101,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
102,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
103,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
104,6.0,1.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
105,5.0,1.0,0.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
106,4.0,0.0,0.0,1.0,5.0,0,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
107,4.0,1.0,0.0,1.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
108,4.0,2.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
109,4.0,2.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
110,4.0,3.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
111,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
112,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
113,6.0,2.0,1.0,0.0,9.0,0,0.1111111111111111,-9.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
114,5.0,1.0,1.0,1.0,8.0,0,0.125,-8.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
115,5.0,1.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
116,5.0,1.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
117,6.0,1.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
118,6.0,0.0,0.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
119,6.0,0.0,0.0,1.0,7.0,0,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
120,5.0,0.0,0.0,1.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
121,5.0,0.0,0.0,1.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
122,5.0,0.0,0.0,2.0,7.0,0,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
123,5.0,0.0,0.0,1.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
124,5.0,0.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
125,5.0,0.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
126,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
127,6.0,1.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
128,5.0,0.0,0.0,0.0,5.0,0,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
129,5.0,0.0,0.0,0.0,5.0,0,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
130,4.0,0.0,0.0,0.0,4.0,0,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
131,3.0,0.0,1.0,0.0,4.0,0,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
132,4.0,0.0,0.0,0.0,4.0,1,0.25,-4.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
133,5.0,0.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
134,6.0,1.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
135,6.0,0.0,0.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
136,5.0,0.0,1.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
137,5.0,0.0,0.0,0.0,5.0,1,0.2,-5.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
138,6.0,0.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
139,7.0,0.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
140,6.0,0.0,1.0,0.0,7.0,0,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
141,5.0,0.0,1.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
142,6.0,0.0,1.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
143,6.0,0.0,1.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
144,7.0,0.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
145,6.0,0.0,0.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
146,5.0,0.0,1.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario2_high_demand,59,semi_coordinated_qplf,Semi-Coordinated - QPLF,rl_last_episode,,,,,
